company_id,company_name,headquarters_country,headquarters_city,founded_year,employee_count,annual_revenue_usd,rpa_platform,cloud_support,ai_integration,process_mining_support,low_code_support,market_share_percent,customer_count,industry_focus,website,global_region
CMP00157,Apex IntelliBot,United States,Denver,1985,1153,1076941966,Appian,Yes,Partial,Yes,No,0.006,5792,Chemical & Materials,https://www.apexintellibot.com,North America
CMP00158,APGSystems,Australia,Canberra,2015,67,9948190,Power Automate,Yes,Partial,Yes,Yes,0.001,45,Construction & Engineering,https://www.apgsystems.com,Asia-Pacific
CMP00159,Matrix Cognitive,Japan,Fukuoka,2023,29,1278937,Winautomation,Partial,Yes,Yes,Yes,0.003,44,Transportation & Logistics,https://www.matrixcognitive.com,Asia-Pacific
CMP00160,Quantum Logic,Indonesia,Jakarta,2000,27,5417834,Botpath,Yes,Partial,Yes,Yes,0.007,16,Manufacturing,https://www.quantumlogic.com,Asia-Pacific
CMP00161,TechLogic,China,Shanghai,1987,42,12860329,Jidoka RPA,Partial,Yes,No,Yes,0.08,67,Oil & Gas,https://www.techlogic.com,Asia-Pacific
CMP00162,Universal Bots,Japan,Osaka,2004,131,54616241,Automation Anywhere,Yes,Yes,Yes,No,0.004,96,Healthcare & Pharmaceuticals,https://www.universalbots.com,Asia-Pacific
CMP00163,BaseAlpha,South Korea,Daejeon,2015,192,29810737,AutoHotkey Enterprise,Yes,Yes,No,Yes,0.061,426,Banking & Financial Services,https://www.basealpha.com,Asia-Pacific
CMP00164,Velocity CogniBot,Canada,Edmonton,2022,53,2893722,MuleSoft RPA,Yes,Yes,No,Yes,0.05,23,Nonprofit & NGO,https://www.velocitycognibot.com,North America
CMP00165,ISAI,Italy,Rome,2010,186,113191724,Laiye,Yes,Yes,No,Yes,0.016,971,Oil & Gas,https://www.isai.com,Europe
CMP00166,Velocity Bot,Netherlands,The Hague,2000,45,9194114,UiPath,Yes,Yes,No,Yes,0.001,10,Nonprofit & NGO,https://www.velocitybot.com,Europe
CMP00167,EACorp,United States,Minneapolis,2016,37,7885615,OpenBots,No,Partial,No,Yes,0.002,12,Hospitality & Travel,https://www.eacorp.com,North America
CMP00168,Advanced SmartProcess,Japan,Kyoto,2023,502,215053073,Datamatics Truzo,Yes,Yes,Yes,Yes,0.002,1508,Telecommunications,https://www.advancedsmartprocess.com,Asia-Pacific
CMP00169,DockHub,Brazil,Sao Paulo,2018,5,1000000,Appian,Yes,Yes,Yes,Yes,0.003,25,Education,https://www.dockhub.com,South America
CMP00170,Vector CognitiveFlow,Sweden,Uppsala,2021,148,22708533,SAP iRPA,No,Yes,Yes,Yes,0.002,474,Hospitality & Travel,https://www.vectorcognitiveflow.com,Europe
CMP00171,Elite IntelliBot,India,Mumbai,2016,65,2721388,Jacada,Yes,Yes,Yes,Yes,0.088,36,Construction & Engineering,https://www.eliteintellibot.com,Asia-Pacific
CMP00172,OmegaQuantum,Argentina,Rosario,2000,18,3497925,Power Automate,Yes,Yes,Yes,Yes,0.015,2,Energy & Utilities,https://www.omegaquantum.com,South America
CMP00173,CPDCorp,India,Delhi,2014,131,57586314,AutoHotkey Enterprise,Yes,Partial,Yes,Yes,0.004,135,Life Sciences,https://www.cpdcorp.com,Asia-Pacific
CMP00174,Emergent Digital,Spain,Madrid,2017,179,80404631,Datamatics Truzo,Yes,Partial,No,Yes,0.022,263,Mining & Metals,https://www.emergentdigital.com,Europe
CMP00175,Stellar BrainStorm AI,United Kingdom,Oxford,2018,61,10298385,NICE Robotic Automation,Yes,No,Yes,No,0.002,369,Real Estate,https://www.stellarbrainstormai.com,Europe
CMP00176,NexusCyber,United Kingdom,Birmingham,2022,36,2722706,HelpSystems Automate,Yes,Partial,Yes,No,0.031,8,Real Estate,https://www.nexuscyber.com,Europe
CMP00177,ForgeFlow,India,Hyderabad,2022,41,2864909,Winautomation,Partial,Yes,No,Yes,0.01,26,Retail & E-Commerce,https://www.forgeflow.com,Asia-Pacific
CMP00178,ClearRobo,South Korea,Daejeon,2013,555,80825375,Cognizant RPA,Partial,Partial,Yes,No,0.005,271,FMCG & Consumer Goods,https://www.clearrobo.com,Asia-Pacific
CMP00179,ADGroup,United Arab Emirates,Dubai,2019,5,1000000,WorkFusion,Yes,Yes,No,No,0.061,11,Insurance,https://www.adgroup.com,Middle East
CMP00180,Zenith IntelliFlow,Japan,Kobe,1990,200,122840199,RoboTask,Yes,Yes,No,Yes,0.017,325,Government & Public Sector,https://www.zenithintelliflow.com,Asia-Pacific
CMP00181,BotEdge76,France,Strasbourg,2015,8,1000000,WorkFusion,Yes,Yes,Yes,Yes,0.036,18,Professional Services & Consulting,https://www.botedge76.com,Europe
CMP00182,Apex ProcessPro,Australia,Adelaide,2022,76,2277466,Jidoka RPA,Yes,Partial,No,No,0.059,14,Aerospace & Defense,https://www.apexprocesspro.com,Asia-Pacific
CMP00183,ClearForge,Germany,Leipzig,2000,99,29048937,RoboTask,Yes,Yes,Yes,Yes,0.01,161,Professional Services & Consulting,https://www.clearforge.com,Europe
CMP00184,Prime Robotics,Japan,Kyoto,2003,105,65322158,Automation Anywhere,Yes,Partial,Yes,Yes,0.008,382,Mining & Metals,https://www.primerobotics.com,Asia-Pacific
CMP00185,Macro LogicBot,Qatar,Doha,2015,43,8428692,Laiye,Yes,Yes,No,No,0.063,44,Media & Entertainment,https://www.macrologicbot.com,Middle East
CMP00186,Macro BotSphere,Israel,Tel Aviv,2021,5,1000000,Rocketbot,Yes,Yes,Yes,Yes,0.019,31,Energy & Utilities,https://www.macrobotsphere.com,Middle East
CMP00187,ADCTech,Switzerland,Zurich,2021,36,3521087,EdgeVerve AssistEdge,No,Yes,No,Yes,0.023,40,Real Estate,https://www.adctech.com,Europe
CMP00188,Vector Workforce,Brazil,Belo Horizonte,1985,58,25013992,MuleSoft RPA,No,Yes,Yes,Yes,0.024,469,Education,https://www.vectorworkforce.com,South America
CMP00189,Vanguard AutoPilot,Japan,Yokohama,2011,256,106229593,TCS BaNCS RPA,Yes,Partial,No,Yes,0.056,971,Telecommunications,https://www.vanguardautopilot.com,Asia-Pacific
CMP00190,Macro AutomateIQ,Czech Republic,Plzen,2024,51,6098743,Blue Prism (SS&C),Yes,Yes,No,Yes,0.014,7,Professional Services & Consulting,https://www.macroautomateiq.com,Europe
CMP00191,Evolution Neural,Malaysia,Kuala Lumpur,2014,15,2621054,EdgeVerve AssistEdge,Yes,Yes,Yes,Yes,0.02,39,FMCG & Consumer Goods,https://www.evolutionneural.com,Asia-Pacific
CMP00192,FlowNet,India,Kolkata,2018,14,1000000,Jidoka RPA,No,Partial,Yes,Yes,0.002,14,FMCG & Consumer Goods,https://www.flownet.com,Asia-Pacific
CMP00193,Apex BrainBot,Netherlands,Utrecht,2000,14,2733034,WorkFusion,No,Yes,No,No,0.022,19,Life Sciences,https://www.apexbrainbot.com,Europe
CMP00194,Innovate CogniFlow,China,Beijing,1991,8,1384309,Pega Platform,Yes,No,Yes,No,0.018,23,Aerospace & Defense,https://www.innovatecogniflow.com,Asia-Pacific
CMP00195,ECLabs,Brazil,Brasilia,2005,12,3152014,Softomotive,Yes,No,Yes,Yes,0.002,38,Automotive,https://www.eclabs.com,South America
CMP00196,Solaris AutoBrain,Portugal,Coimbra,2012,17,1000000,Jidoka RPA,Yes,Yes,No,Yes,0.107,15,Technology & IT Services,https://www.solarisautobrain.com,Europe
CMP00197,Emergent Cyber,Ecuador,Guayaquil,2017,9,1380165,AutoHotkey Enterprise,Yes,Partial,No,Yes,0.011,32,Telecommunications,https://www.emergentcyber.com,South America
CMP00198,Radiant Technologies,United States,San Jose,1993,22,4313430,Hansight RPA,Yes,Yes,Yes,Yes,0.011,32,Construction & Engineering,https://www.radianttechnologies.com,North America
CMP00199,Summit Bot,Israel,Tel Aviv,2016,36,3292501,Wipro HOLMES,Yes,No,Yes,Yes,0.042,50,Legal Services,https://www.summitbot.com,Middle East
CMP00200,RapidBridge,South Korea,Daegu,2001,119,48679370,Rocketbot,Yes,Yes,Yes,No,0.01,400,Construction & Engineering,https://www.rapidbridge.com,Asia-Pacific
CMP00201,Lighthouse Robotics,Australia,Sydney,2002,148,109136266,AutomationEdge,Yes,Yes,Yes,No,0.092,2045,Aerospace & Defense,https://www.lighthouserobotics.com,Asia-Pacific
CMP00202,NRTech,Mexico,Queretaro,2015,45,9486879,Laiye,Yes,Yes,No,Yes,0.031,21,Chemical & Materials,https://www.nrtech.com,North America
CMP00203,DCLabs,Canada,Waterloo,2024,45,3619027,Wipro HOLMES,Yes,No,No,No,0.001,19,Technology & IT Services,https://www.dclabs.com,North America
CMP00204,AALabs,France,Marseille,2018,201,71748206,Softomotive,Yes,Partial,Yes,No,0.009,74,Banking & Financial Services,https://www.aalabs.com,Europe
CMP00205,Delta Robotics,Canada,Montreal,2010,112,18651490,Rocketbot,Yes,Yes,Yes,Yes,0.028,307,Government & Public Sector,https://www.deltarobotics.com,North America
CMP00206,QuantumNet,Chile,Concepcion,2019,45,6321609,AutoHotkey Enterprise,Yes,Partial,No,Yes,0.013,17,Energy & Utilities,https://www.quantumnet.com,South America
CMP00207,HubBase,Brazil,Belo Horizonte,2012,45,3679728,AutomationEdge,Yes,Yes,No,Yes,0.002,25,Healthcare & Pharmaceuticals,https://www.hubbase.com,South America
CMP00208,TechProcess,Australia,Brisbane,2016,19,3132742,NICE Robotic Automation,Yes,Partial,Yes,No,0.087,20,Automotive,https://www.techprocess.com,Asia-Pacific
CMP00209,Proactive RoboFlow,Belgium,Ghent,2007,79,13828637,WorkFusion,Yes,Partial,No,Yes,0.02,307,Nonprofit & NGO,https://www.proactiveroboflow.com,Europe
CMP00210,Sage Cybernetic,Israel,Tel Aviv,2009,902,250430279,Blue Prism (SS&C),Yes,Yes,No,No,0.006,1358,Banking & Financial Services,https://www.sagecybernetic.com,Middle East
CMP00211,Visionary Cybernetic,Singapore,Singapore,2015,12,1170703,WorkFusion,Partial,Yes,No,Yes,0.077,44,Real Estate,https://www.visionarycybernetic.com,Asia-Pacific
CMP00212,Titan AutoSys,Malaysia,Kuala Lumpur,2019,15,1000000,Datamatics Truzo,Partial,Yes,Yes,Yes,0.005,8,Agriculture & Food Processing,https://www.titanautosys.com,Asia-Pacific
CMP00213,Core SmartProcess,United States,Charlotte,2020,31,2372646,Botpath,Yes,Yes,No,Yes,0.004,48,Hospitality & Travel,https://www.coresmartprocess.com,North America
CMP00214,DSLabs,Austria,Linz,2023,66,6783793,WorkFusion,Yes,No,No,Yes,0.006,33,Retail & E-Commerce,https://www.dslabs.com,Europe
CMP00215,Nexus Robotics,India,Hyderabad,2001,136,27728718,AntWorks,Yes,Yes,No,Yes,0.002,189,Education,https://www.nexusrobotics.com,Asia-Pacific
CMP00216,Digital Robotics,India,Chennai,2011,36,3868417,NICE Robotic Automation,Yes,Yes,Yes,Yes,0.001,28,Life Sciences,https://www.digitalrobotics.com,Asia-Pacific
CMP00217,Radiant ProcessPro,Philippines,Davao,2014,28,4077819,Laiye,Yes,Yes,Yes,No,0.039,47,Professional Services & Consulting,https://www.radiantprocesspro.com,Asia-Pacific
CMP00218,CGCorp,United States,Chicago,2019,73,4135658,Contextor,Yes,No,No,Yes,0.009,26,Education,https://www.cgcorp.com,North America
CMP00219,LabPort,Switzerland,Zurich,2004,88,8549723,NICE Robotic Automation,Yes,Yes,Yes,Yes,0.011,24,Government & Public Sector,https://www.labport.com,Europe
CMP00220,Signal Workforce,United States,Atlanta,2014,59,13495616,MuleSoft RPA,Yes,Partial,No,Yes,0.049,311,Telecommunications,https://www.signalworkforce.com,North America
CMP00221,Dynamic RoboFlow,France,Nantes,2009,25,3065806,Cognizant RPA,Partial,Yes,No,Yes,0.003,18,Energy & Utilities,https://www.dynamicroboflow.com,Europe
CMP00222,Frontier BrainBot,India,Hyderabad,2008,500,214130942,Cognizant RPA,Yes,Yes,No,Yes,0.005,2626,Telecommunications,https://www.frontierbrainbot.com,Asia-Pacific
CMP00223,Global Bots,India,Gurugram,2004,338,143273221,Automation Anywhere,Partial,No,No,No,0.002,2130,Automotive,https://www.globalbots.com,Asia-Pacific
CMP00224,CraftDigital,India,Chennai,2019,86,12013591,Jidoka RPA,Yes,No,No,Yes,0.002,87,Manufacturing,https://www.craftdigital.com,Asia-Pacific
CMP00225,Vanguard LogicBot,United States,Atlanta,2013,58,2772824,Wipro HOLMES,No,Yes,No,No,0.012,50,Technology & IT Services,https://www.vanguardlogicbot.com,North America
CMP00226,Smart CogniFlow,Israel,Beersheva,1992,40,13280477,AutoHotkey Enterprise,Yes,Partial,No,No,0.016,150,Automotive,https://www.smartcogniflow.com,Middle East
CMP00227,DGCorp,Norway,Bergen,2010,77,6828771,MuleSoft RPA,Yes,Yes,Yes,Yes,0.003,37,Education,https://www.dgcorp.com,Europe
CMP00228,MICGroup,South Korea,Incheon,2005,69,20501767,Winautomation,No,Yes,Yes,No,0.003,420,FMCG & Consumer Goods,https://www.micgroup.com,Asia-Pacific
CMP00229,Stratos CognitiveFlow,India,Mumbai,2011,66,12717728,Jacada,Yes,Yes,No,No,0.009,65,Insurance,https://www.stratoscognitiveflow.com,Asia-Pacific
CMP00230,Catalyst AutomateIQ,Germany,Hamburg,2012,79,12993818,Laiye,Yes,Yes,Yes,Yes,0.033,37,Oil & Gas,https://www.catalystautomateiq.com,Europe
CMP00231,Matrix FlowMind,South Korea,Daejeon,2004,33,6647290,TCS BaNCS RPA,Yes,No,No,Yes,0.042,38,Education,https://www.matrixflowmind.com,Asia-Pacific
CMP00232,Kinetic LogicWorks,France,Bordeaux,2022,65,5672914,Appian,Yes,Yes,Yes,Yes,0.012,35,Oil & Gas,https://www.kineticlogicworks.com,Europe
CMP00233,BrightSpark,Spain,Valencia,2014,29,5481645,AntWorks,Partial,Partial,Yes,Yes,0.003,15,Technology & IT Services,https://www.brightspark.com,Europe
CMP00234,SyncSwift,Saudi Arabia,Jeddah,2015,12,1965820,VisualCron,Yes,Partial,Yes,Yes,0.045,48,Technology & IT Services,https://www.syncswift.com,Middle East
CMP00235,QuantumNexus,India,Noida,2007,22,4277168,NICE Robotic Automation,No,Yes,Yes,No,0.011,35,Healthcare & Pharmaceuticals,https://www.quantumnexus.com,Asia-Pacific
CMP00236,Proactive AutoMate,Thailand,Chiang Mai,2022,225,42509580,Laiye,Partial,Partial,Yes,Yes,0.014,429,Real Estate,https://www.proactiveautomate.com,Asia-Pacific
CMP00237,Sage Synth,China,Suzhou,2020,106,15120854,TCS BaNCS RPA,Yes,No,Yes,Yes,0.015,333,Life Sciences,https://www.sagesynth.com,Asia-Pacific
CMP00238,Omnis ProcessPro,India,Gurugram,2023,23,1973219,Softomotive,Yes,Yes,No,Yes,0.004,37,Technology & IT Services,https://www.omnisprocesspro.com,Asia-Pacific
CMP00239,QuantumWave,United Kingdom,Manchester,2013,50,11591479,NICE Robotic Automation,Yes,Yes,Yes,Yes,0.172,293,Construction & Engineering,https://www.quantumwave.com,Europe
CMP00240,Crest Synth,Japan,Sapporo,2000,25,3194224,Appian,Yes,Yes,Yes,Yes,0.05,2,Real Estate,https://www.crestsynth.com,Asia-Pacific
CMP00241,GASolutions,India,Pune,2024,17,1585179,Robocorp,Partial,Yes,Yes,Yes,0.004,22,Real Estate,https://www.gasolutions.com,Asia-Pacific
CMP00242,NeuroData,Brazil,Curitiba,2004,12,1510920,HelpSystems Automate,Yes,Yes,No,No,0.012,11,Telecommunications,https://www.neurodata.com,South America
CMP00243,Mega BrainBot,Vietnam,Ho Chi Minh City,2009,367,94753646,Contextor,Yes,Yes,No,Yes,0.001,411,Insurance,https://www.megabrainbot.com,Asia-Pacific
CMP00244,DataBase,United States,Los Angeles,2023,38,4898924,Robocorp,Yes,Yes,No,Yes,0.226,21,Automotive,https://www.database.com,North America
CMP00245,AAASolutions,China,Suzhou,2016,29,5662525,OpenBots,Yes,Yes,Yes,Yes,0.019,29,Transportation & Logistics,https://www.aaasolutions.com,Asia-Pacific
CMP00246,Prime Automation,France,Nantes,1985,73,5702680,Infosys Nia,Partial,Yes,Yes,Yes,0.006,1,Agriculture & Food Processing,https://www.primeautomation.com,Europe
CMP00247,Titan Synth,France,Toulouse,2009,258,159864465,Datamatics Truzo,Yes,Yes,Yes,No,0.022,2378,Oil & Gas,https://www.titansynth.com,Europe
CMP00248,Digital Nexus,Germany,Dusseldorf,2002,20,3508623,Infosys Nia,Yes,Yes,Yes,Yes,0.005,18,Retail & E-Commerce,https://www.digitalnexus.com,Europe
CMP00249,MetaData,Poland,Gdansk,2003,84,11280265,Infosys Nia,Partial,Yes,No,Yes,0.001,118,Life Sciences,https://www.metadata.com,Europe
CMP00250,LogicQuantum,Qatar,Al Wakrah,2012,39,6965950,EdgeVerve AssistEdge,Yes,No,Yes,Yes,0.016,36,Chemical & Materials,https://www.logicquantum.com,Middle East
CMP00251,Prime Robotics47,India,Delhi,2021,95,4459230,OpenBots,Yes,Yes,Yes,Yes,0.009,24,Nonprofit & NGO,https://www.primerobotics47.com,Asia-Pacific
CMP00252,Elite LogicBot,United States,Denver,2016,81,12399415,Appian,Yes,Yes,No,No,0.332,244,Construction & Engineering,https://www.elitelogicbot.com,North America
CMP00253,SwiftTech,India,Bangalore,2009,64,9937324,Laiye,Yes,Yes,Yes,No,0.069,11,Insurance,https://www.swifttech.com,Asia-Pacific
CMP00254,Nova DataBot,Singapore,Singapore,2012,33,1488662,RoboTask,No,Yes,No,Yes,0.013,34,Technology & IT Services,https://www.novadatabot.com,Asia-Pacific
CMP00255,Orion Process,Netherlands,The Hague,2013,44,7558241,Blue Prism (SS&C),No,Yes,No,Yes,0.011,37,Professional Services & Consulting,https://www.orionprocess.com,Europe
CMP00256,GridLab,Malaysia,Penang,2018,17,2312079,SAP iRPA,Yes,Partial,No,No,0.055,41,Healthcare & Pharmaceuticals,https://www.gridlab.com,Asia-Pacific
CMP00257,CogniLab,France,Nantes,2010,194,46367088,TCS BaNCS RPA,Yes,Yes,No,Yes,0.02,412,Professional Services & Consulting,https://www.cognilab.com,Europe
CMP00258,GateDock,Spain,Valencia,2013,82,14063522,Robocorp,Partial,Partial,Yes,No,0.05,344,Real Estate,https://www.gatedock.com,Europe
CMP00259,SparkPulse,Indonesia,Bandung,2007,43,9459974,Rocketbot,Yes,Yes,No,Yes,0.006,21,Banking & Financial Services,https://www.sparkpulse.com,Asia-Pacific
CMP00260,PRGroup,Norway,Stavanger,2012,21,3387711,Datamatics Truzo,Yes,Yes,Yes,Yes,0.005,21,Oil & Gas,https://www.prgroup.com,Europe
CMP00261,Emergent BotLogic,Netherlands,Rotterdam,2017,20,3926550,VisualCron,Yes,Partial,Yes,No,0.038,42,Legal Services,https://www.emergentbotlogic.com,Europe
CMP00262,Zenith Bot,United States,Washington,2011,85,16215946,NICE Robotic Automation,Yes,No,Yes,Yes,0.018,133,Real Estate,https://www.zenithbot.com,North America
CMP00263,Resolute Digital,Germany,Dusseldorf,2014,199,49454202,Contextor,Yes,No,Yes,Yes,0.015,353,Mining & Metals,https://www.resolutedigital.com,Europe
CMP00264,Omnis AutoBrain,United Kingdom,Edinburgh,2013,164,29276547,Softomotive,Yes,Yes,Yes,Yes,0.002,199,Legal Services,https://www.omnisautobrain.com,Europe
CMP00265,BridgeRobo,Oman,Salalah,2022,5,1000000,WorkFusion,Yes,Yes,No,No,0.002,2,Media & Entertainment,https://www.bridgerobo.com,Middle East
CMP00266,Vortex IntelliProcess,United Kingdom,Edinburgh,2010,63,4704194,Automation Anywhere,Yes,Partial,Yes,Yes,0.003,45,Legal Services,https://www.vortexintelliprocess.com,Europe
CMP00267,Apex Cognitive,Germany,Berlin,2012,5,1000000,Appian,Yes,Partial,No,Yes,0.002,39,Agriculture & Food Processing,https://www.apexcognitive.com,Europe
CMP00268,Unity SmartOps,United States,Boston,2022,58,4947470,Jacada,Yes,No,Yes,Yes,0.006,17,Hospitality & Travel,https://www.unitysmartops.com,North America
CMP00269,IAECorp,Qatar,Doha,2017,5,1015529,Datamatics Truzo,Yes,Yes,Yes,Yes,0.018,9,Energy & Utilities,https://www.iaecorp.com,Middle East
CMP00270,PortIntelli,Israel,Jerusalem,2020,5,1000000,Kofax RPA,Yes,Partial,No,Yes,0.014,5,Agriculture & Food Processing,https://www.portintelli.com,Middle East
CMP00271,Global AutomateIQ,Singapore,Singapore,1990,310,270517995,HelpSystems Automate,Yes,Yes,Yes,Yes,0.022,2642,Government & Public Sector,https://www.globalautomateiq.com,Asia-Pacific
CMP00272,Vector Intelligence,United Kingdom,London,2015,134,39503897,AutoHotkey Enterprise,Yes,Yes,Yes,Yes,0.004,400,Technology & IT Services,https://www.vectorintelligence.com,Europe
CMP00273,Trident CogniFlow,United Kingdom,Edinburgh,2016,1133,597119703,OpenBots,Yes,Yes,No,Yes,0.003,2542,Legal Services,https://www.tridentcogniflow.com,Europe
CMP00274,Ultra LogicWorks,Sweden,Stockholm,2019,61,9269873,AutoHotkey Enterprise,Yes,Yes,Yes,Yes,0.008,19,Aerospace & Defense,https://www.ultralogicworks.com,Europe
CMP00275,Crest SmartProcess,India,Kolkata,2015,29,1702870,Kofax RPA,Yes,Yes,Yes,Yes,0.003,46,Oil & Gas,https://www.crestsmartprocess.com,Asia-Pacific
CMP00276,Ultra CognitiveTech,India,Mumbai,2012,49,10015966,Wipro HOLMES,Yes,Yes,Yes,Yes,0.003,466,Technology & IT Services,https://www.ultracognitivetech.com,Asia-Pacific
CMP00277,Global Nexus,Morocco,Rabat,2019,5,1000000,Robocorp,Yes,Yes,No,No,0.011,39,Automotive,https://www.globalnexus.com,Africa
CMP00278,EdgeCore,United Kingdom,Edinburgh,2013,7,1000000,HelpSystems Automate,Yes,Yes,No,Yes,0.001,3,Retail & E-Commerce,https://www.edgecore.com,Europe
CMP00279,CraftOmega,Vietnam,Ho Chi Minh City,2011,12,2294609,Laiye,Partial,No,Yes,Yes,0.031,25,Insurance,https://www.craftomega.com,Asia-Pacific
CMP00280,NeuroAlpha,Taiwan,Hsinchu,2014,23,1826373,EdgeVerve AssistEdge,Yes,Yes,No,Yes,0.126,45,Legal Services,https://www.neuroalpha.com,Asia-Pacific
CMP00281,Proactive Tech,Finland,Tampere,2015,308,54126427,Infosys Nia,Yes,Yes,Yes,Yes,0.029,119,Banking & Financial Services,https://www.proactivetech.com,Europe
CMP00282,Frontier BotSphere,India,Bangalore,2020,28,3326817,EdgeVerve AssistEdge,Yes,Yes,Yes,No,0.004,21,Nonprofit & NGO,https://www.frontierbotsphere.com,Asia-Pacific
CMP00283,PrimeClear,United States,Austin,2018,75,4754055,VisualCron,No,Partial,Yes,Yes,0.002,35,Media & Entertainment,https://www.primeclear.com,North America
CMP00284,CABot,China,Nanjing,2016,94,3726415,VisualCron,No,Partial,Yes,No,0.087,25,Telecommunications,https://www.cabot.com,Asia-Pacific
CMP00285,ACETech,Italy,Milan,2010,15,1649250,TCS BaNCS RPA,Yes,Yes,No,No,0.075,2,Oil & Gas,https://www.acetech.com,Europe
CMP00286,Resolute ProcessPro,Netherlands,The Hague,2018,73,4228965,Appian,No,Partial,No,Yes,0.032,46,Chemical & Materials,https://www.resoluteprocesspro.com,Europe
